# grafo generado automáticamente para TP3
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,19
1,2
1,3
1,4
1,5
1,6
1,7
2,3
2,4
2,5
2,6
2,7
2,37
3,4
3,5
3,6
3,7
3,30
4,5
4,6
4,7
4,53
4,62
5,6
5,7
5,13
6,7
6,44
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,42
8,61
9,10
9,11
9,12
9,13
9,14
9,15
10,11
10,12
10,13
10,14
10,15
10,29
10,39
11,12
11,13
11,14
11,15
12,13
12,14
12,15
13,14
13,15
13,48
14,15
15,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
17,18
17,19
17,20
17,21
17,22
17,23
17,26
17,62
18,19
18,20
18,21
18,22
18,23
18,47
19,20
19,21
19,22
19,23
20,21
20,22
20,23
21,22
21,23
21,35
22,23
23,54
24,25
24,26
24,27
24,28
24,29
24,30
24,31
25,26
25,27
25,28
25,29
25,30
25,31
25,48
26,27
26,28
26,29
26,30
26,31
27,28
27,29
27,30
27,31
28,29
28,30
28,31
29,30
29,31
29,37
30,31
31,42
31,56
32,33
32,34
32,35
32,36
32,37
32,38
32,39
32,42
33,34
33,35
33,36
33,37
33,38
33,39
33,51
34,35
34,36
34,37
34,38
34,39
35,36
35,37
35,38
35,39
36,37
36,38
36,39
37,38
37,39
38,39
39,62
40,41
40,42
40,43
40,44
40,45
40,46
40,47
40,49
41,42
41,43
41,44
41,45
41,46
41,47
42,43
42,44
42,45
42,46
42,47
43,44
43,45
43,46
43,47
44,45
44,46
44,47
44,62
45,46
45,47
46,47
48,49
48,50
48,51
48,52
48,53
48,54
48,55
48,61
49,50
49,51
49,52
49,53
49,54
49,55
50,51
50,52
50,53
50,54
50,55
51,52
51,53
51,54
51,55
52,53
52,54
52,55
53,54
53,55
54,55
56,57
56,58
56,59
56,60
56,61
56,62
56,63
57,58
57,59
57,60
57,61
57,62
57,63
58,59
58,60
58,61
58,62
58,63
59,60
59,61
59,62
59,63
60,61
60,62
60,63
61,62
61,63
62,63
