# grafo generado automáticamente para TP3
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,56
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,39
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,62
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,58
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,69
5,6
5,7
5,8
5,9
5,10
5,11
6,7
6,8
6,9
6,10
6,11
7,8
7,9
7,10
7,11
8,9
8,10
8,11
8,14
8,28
8,39
9,10
9,11
9,20
10,11
10,25
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,43
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,46
14,68
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,60
16,17
16,18
16,19
16,20
16,21
16,22
16,23
17,18
17,19
17,20
17,21
17,22
17,23
18,19
18,20
18,21
18,22
18,23
19,20
19,21
19,22
19,23
20,21
20,22
20,23
20,48
21,22
21,23
21,25
22,23
23,48
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
24,33
24,34
24,35
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,34
25,35
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
26,35
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,39
28,29
28,30
28,31
28,32
28,33
28,34
28,35
29,30
29,31
29,32
29,33
29,34
29,35
30,31
30,32
30,33
30,34
30,35
30,61
31,32
31,33
31,34
31,35
31,58
31,59
32,33
32,34
32,35
32,60
33,34
33,35
34,35
35,43
36,37
36,38
36,39
36,40
36,41
36,42
36,43
36,44
36,45
36,46
36,47
37,38
37,39
37,40
37,41
37,42
37,43
37,44
37,45
37,46
37,47
38,39
38,40
38,41
38,42
38,43
38,44
38,45
38,46
38,47
38,51
38,66
39,40
39,41
39,42
39,43
39,44
39,45
39,46
39,47
40,41
40,42
40,43
40,44
40,45
40,46
40,47
41,42
41,43
41,44
41,45
41,46
41,47
42,43
42,44
42,45
42,46
42,47
43,44
43,45
43,46
43,47
43,65
44,45
44,46
44,47
45,46
45,47
46,47
47,48
48,49
48,50
48,51
48,52
48,53
48,54
48,55
48,56
48,57
48,58
48,59
49,50
49,51
49,52
49,53
49,54
49,55
49,56
49,57
49,58
49,59
50,51
50,52
50,53
50,54
50,55
50,56
50,57
50,58
50,59
51,52
51,53
51,54
51,55
51,56
51,57
51,58
51,59
52,53
52,54
52,55
52,56
52,57
52,58
52,59
53,54
53,55
53,56
53,57
53,58
53,59
53,66
54,55
54,56
54,57
54,58
54,59
55,56
55,57
55,58
55,59
56,57
56,58
56,59
56,66
57,58
57,59
58,59
60,61
60,62
60,63
60,64
60,65
60,66
60,67
60,68
60,69
60,70
60,71
61,62
61,63
61,64
61,65
61,66
61,67
61,68
61,69
61,70
61,71
62,63
62,64
62,65
62,66
62,67
62,68
62,69
62,70
62,71
63,64
63,65
63,66
63,67
63,68
63,69
63,70
63,71
64,65
64,66
64,67
64,68
64,69
64,70
64,71
65,66
65,67
65,68
65,69
65,70
65,71
66,67
66,68
66,69
66,70
66,71
67,68
67,69
67,70
67,71
68,69
68,70
68,71
69,70
69,71
70,71
