# grafo generado automáticamente para TP3
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,20
0,26
0,36
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,16
1,38
1,62
2,3
2,4
2,5
2,6
2,7
2,8
2,28
3,4
3,5
3,6
3,7
3,8
3,19
3,30
3,53
4,5
4,6
4,7
4,8
4,27
4,36
5,6
5,7
5,8
5,10
5,50
6,7
6,8
6,17
6,54
7,8
8,49
8,60
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,25
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,27
11,12
11,13
11,14
11,15
11,16
11,17
11,60
12,13
12,14
12,15
12,16
12,17
13,14
13,15
13,16
13,17
13,34
13,52
13,50
14,15
14,16
14,17
14,37
15,16
15,17
15,25
15,43
15,61
15,62
16,17
16,28
17,26
17,42
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,28
19,59
20,21
20,22
20,23
20,24
20,25
20,26
20,33
20,44
21,22
21,23
21,24
21,25
21,26
21,53
22,23
22,24
22,25
22,26
22,41
23,24
23,25
23,26
23,53
23,54
24,25
24,26
25,26
25,40
26,48
26,56
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,55
28,29
28,30
28,31
28,32
28,33
28,34
28,35
29,30
29,31
29,32
29,33
29,34
29,35
29,38
29,54
30,31
30,32
30,33
30,34
30,35
30,47
30,45
30,54
31,32
31,33
31,34
31,35
32,33
32,34
32,35
32,37
33,34
33,35
33,50
34,35
34,40
36,37
36,38
36,39
36,40
36,41
36,42
36,43
36,44
36,60
37,38
37,39
37,40
37,41
37,42
37,43
37,44
37,46
37,51
38,39
38,40
38,41
38,42
38,43
38,44
38,55
39,40
39,41
39,42
39,43
39,44
39,52
40,41
40,42
40,43
40,44
41,42
41,43
41,44
42,43
42,44
42,59
43,44
45,46
45,47
45,48
45,49
45,50
45,51
45,52
45,53
46,47
46,48
46,49
46,50
46,51
46,52
46,53
47,48
47,49
47,50
47,51
47,52
47,53
48,49
48,50
48,51
48,52
48,53
48,55
49,50
49,51
49,52
49,53
50,51
50,52
50,53
51,52
51,53
52,53
52,60
53,61
54,55
54,56
54,57
54,58
54,59
54,60
54,61
54,62
55,56
55,57
55,58
55,59
55,60
55,61
55,62
56,57
56,58
56,59
56,60
56,61
56,62
57,58
57,59
57,60
57,61
57,62
58,59
58,60
58,61
58,62
59,60
59,61
59,62
60,61
60,62
61,62
